SMM4H2022VWLdzAhteSRi8nTA	ADE	50	56	asleep	10041349
SMM4H2022ucQBccE7i5PwWhb1	ADE	36	59	knocked me the fuck out	10041349
SMM4H2022BH7beYzUpJkRyFpx	ADE	34	38	high	10016333
SMM4H2022BH7beYzUpJkRyFpx	ADE	77	82	drunk	10013767
SMM4H2022eIJ54Zcr9Nca3JD7	ADE	104	113	tolerance	10052804
SMM4H20223J3KkZVhEMca3bYB	ADE	28	42	sleep schedule	10004095
SMM4H2022dulneTTVNOwSbAPl	ADE	77	111	felt like I.had a frontal lobotomy	10027374
SMM4H2022Uh7y5V22RVHTsXlc	ADE	58	62	sick	10016365
SMM4H2022Uh7y5V22RVHTsXlc	ADE	64	76	couldnt move	10028045
SMM4H2022Uh7y5V22RVHTsXlc	ADE	89	97	migraine	10027599
SMM4H2022Uh7y5V22RVHTsXlc	ADE	99	103	puke	10047700
SMM4H2022Uh7y5V22RVHTsXlc	ADE	105	111	shakes	10040528
SMM4H2022iKOb7fTQc87fxthS	ADE	49	59	nightmares	10029412
SMM4H2022iKOb7fTQc87fxthS	ADE	76	84	insomnia	10022437
SMM4H2022EgnWPzzeZU2KWyKc	ADE	16	21	tired	10043890
SMM4H2022EgnWPzzeZU2KWyKc	ADE	75	97	no freaking motivation	10023614
SMM4H2022EgnWPzzeZU2KWyKc	ADE	101	107	energy	10016356
SMM4H20224b4uMAJCbrZyURvB	ADE	9	14	sleep	10041349
SMM4H20224b4uMAJCbrZyURvB	ADE	32	37	tired	10043890
SMM4H20224b4uMAJCbrZyURvB	ADE	42	47	dizzy	10013573
SMM4H2022lJa05ogltSExO4Jd	ADE	52	58	drowsy	10013649
SMM4H2022lJa05ogltSExO4Jd	ADE	86	102	don't sleep well	10062519
SMM4H2022g8QKcmebPc1oDvt6	ADE	0	23	Feel crap every morning	10016370
SMM4H2022g8QKcmebPc1oDvt6	ADE	47	61	restless night	10041007
SMM4H2022Qk1JPnuWRE3B5g4A	ADE	80	93	carb cravings	10007216
SMM4H2022bkrj19PBcARmknPv	ADE	0	6	Dreamt	10004969
SMM4H2022bkrj19PBcARmknPv	ADE	96	102	dreams	10004969
SMM4H2022bkrj19PBcARmknPv	ADE	124	134	withdrawal	10048010
SMM4H2022SwS4YelEVMuklFb0	ADE	95	109	dreamt colours	10047666
SMM4H2022SwS4YelEVMuklFb0	ADE	114	134	lost my fucking mind	10037234
SMM4H2022o7kegQpkLFULWVX8	ADE	57	71	falling asleep	10041349
SMM4H2022RSKvAYDJl8dwaIuq	ADE	113	120	sickest	10016365
SMM4H2022WvedEsS1LDvasqyW	ADE	32	39	ZOMBIES	10016384
SMM4H2022jCqj2okGd5TN8OHm	ADE	78	103	eat because I just forget	10003030
SMM4H2022mbTDmWYLFo7sRtRK	ADE	19	24	hyper	10020554
SMM4H2022YuW8f8FaAmgQSVTd	ADE	27	46	Can't. Stop. Moving	10020554
SMM4H2022Oz4Ui95iikJ6A6ii	ADE	17	29	felt drugged	10070679
SMM4H2022CNijOKiujM889zKU	ADE	85	95	lose focus	10003738
SMM4H2022mw6oi18SKs3Efa2I	ADE	4	13	come down	10073281
SMM4H2022sxTvQVz54AtfAPk5	ADE	45	71	feel like crying but can't	10011469
SMM4H2022sxTvQVz54AtfAPk5	ADE	111	117	zombie	10016384
SMM4H2022GeA41Hjjzv1DS4lE	ADE	46	55	Lethargic	10024262
SMM4H2022GeA41Hjjzv1DS4lE	ADE	108	122	hot &amp; cold	10016335
SMM4H2022SGHHuKJriEkstZJb	ADE	26	32	hungry	10020466
SMM4H2022SGHHuKJriEkstZJb	ADE	53	75	want to eat my own arm	10020466
SMM4H2022E6s3ZSYAJmXlFOc0	ADE	106	137	parody of an actual human being	10012359
SMM4H20226IQoqqYKTmEUbM8A	ADE	13	26	try for sleep	10041017
SMM4H20226IQoqqYKTmEUbM8A	ADE	49	62	light bastard	10062519
SMM4H2022SViZRNF7h8tK7NJt	ADE	62	75	wiping me out	10015667
SMM4H2022SViZRNF7h8tK7NJt	ADE	104	118	can't function	10041349
SMM4H2022lGYAsqPsFh769cYN	ADE	38	73	feel like I am in a straight jacket	10028339
SMM4H2022lGYAsqPsFh769cYN	ADE	85	103	muscles feel stiff	10028339
SMM4H2022SLEqUomWLd15oEe1	ADE	18	30	light' sleep	10062519
SMM4H2022SLEqUomWLd15oEe1	ADE	32	40	Feel low	10024919
SMM4H2022SLEqUomWLd15oEe1	ADE	42	49	Subdued	10024919
SMM4H2022SLEqUomWLd15oEe1	ADE	51	54	Sad	10016364
SMM4H2022uKCKtFPRRhCxKquD	ADE	75	89	sleep problems	10041006
SMM4H2022p43TLs5lPY0L3PsP	ADE	87	101	tired daytimes	10011865
SMM4H202252dACVASDA9kdjfv	ADE	0	10	Over-eaten	10015598
SMM4H2022UQ0dETyqhj5QZBp8	ADE	58	69	interaction	10013710
SMM4H2022UQ0dETyqhj5QZBp8	ADE	120	125	dizzy	10013573
SMM4H2022crHrK2qNiPTkoa8l	ADE	120	126	sleepy	10041014
SMM4H2022Cos7EsH4952z381p	ADE	90	98	comatose	10041349
SMM4H2022em9D7vcTx57ysY1J	ADE	128	133	manic	10026749
SMM4H2022qfOgv9ifWEP76eKV	ADE	90	96	dreams	10004969
SMM4H2022UsugDFbDS0YHUztc	ADE	0	7	Tearful	10043169
SMM4H2022UsugDFbDS0YHUztc	ADE	34	51	poor nights sleep	10062519
SMM4H2022UsugDFbDS0YHUztc	ADE	74	85	withdrawing	10048010
SMM4H2022qBRUMmkAUYpgFJNU	ADE	0	17	Joints killing me	10023222
SMM4H2022qBRUMmkAUYpgFJNU	ADE	121	130	Knackered	10016370
SMM4H2022VrhzcNa9dG607KoK	ADE	100	108	addicted	10001125
SMM4H2022f8J69GmzgANwsntm	ADE	0	10	coming off	10013754
SMM4H2022f8J69GmzgANwsntm	ADE	47	53	nausea	10028813
SMM4H2022f8J69GmzgANwsntm	ADE	54	62	sickness	10016365
SMM4H2022f8J69GmzgANwsntm	ADE	63	75	hot and cold	10016335
SMM4H2022f8J69GmzgANwsntm	ADE	76	83	shivers	10040558
SMM4H2022f8J69GmzgANwsntm	ADE	84	93	twitching	10045198
SMM4H2022f8J69GmzgANwsntm	ADE	94	102	headache	10019211
SMM4H2022DMwDP4573ynJ0KAP	ADE	35	45	withdrawal	10023222
SMM4H2022fmdLiGScAG2h1uEu	ADE	67	73	zombie	10016384
SMM4H2022la9fA7fCchC09G4c	ADE	17	26	addictive	10012336
SMM4H2022la9fA7fCchC09G4c	ADE	34	58	discontinuation syndrome	10013754
SMM4H2022OyLm6aAxpCuGYbmc	ADE	77	81	high	10016333
SMM4H20228SQzH96Fh6VXXWTP	ADE	2	26	feel like a pile of shit	10016370
SMM4H20228SQzH96Fh6VXXWTP	ADE	28	32	sick	10016365
SMM4H20228SQzH96Fh6VXXWTP	ADE	34	38	cold	10009851
SMM4H20228SQzH96Fh6VXXWTP	ADE	40	56	stomach reacting	10042113
SMM4H2022ML2qpJC5MECRmBcO	ADE	0	5	Slept	10041349
SMM4H2022NsTYFsUdFWV9IRcJ	ADE	41	62	breastmilk production	10023666
SMM4H2022NsTYFsUdFWV9IRcJ	ADE	89	103	hallucinations	10019063
SMM4H2022IbJsyI5SxGYDmQ52	ADE	29	46	allergic reaction	10001718
SMM4H2022IbJsyI5SxGYDmQ52	ADE	92	96	rash	10037844
SMM4H2022Y6gaJk1bYGl9Ktck	ADE	19	23	burp	10006804
SMM4H2022Y6gaJk1bYGl9Ktck	ADE	33	46	want to ralph	10028813
SMM4H2022Zyx8aITw9XPTq2DX	ADE	71	77	Groggy	10018730
SMM4H2022Jnw3BLBdjuRfP7Fz	ADE	23	34	withdrawing	10048010
SMM4H20227KTjU7spXUHtHLC7	ADE	85	104	knocks me right out	10041349
SMM4H20227KTjU7spXUHtHLC7	ADE	109	129	won't let me wake up	10019158
SMM4H2022fYpI7flCVarhg45r	ADE	37	51	muscle tremors	10044573
SMM4H2022fYpI7flCVarhg45r	ADE	103	114	combination	10013710
SMM4H2022H4IsG7zJnBbjXjx3	ADE	42	53	withdrawals	10048010
SMM4H2022LCt1kA9OSmjjbXjA	ADE	71	80	withdraws	10048010
SMM4H2022eWdHWyjD58MGochf	ADE	134	138	sick	10016365
SMM4H2022jzz4sgK4lNUyl3mI	ADE	59	68	delirious	10012217
SMM4H2022jzz4sgK4lNUyl3mI	ADE	78	87	messed up	10016370
SMM4H2022xYKOrePtFK50BLeI	ADE	65	74	delirious	10012217
SMM4H2022peEFis1EK2zVGjtG	ADE	68	77	back pain	10003988
SMM4H2022peEFis1EK2zVGjtG	ADE	93	96	sad	10016364
SMM4H2022peEFis1EK2zVGjtG	ADE	101	121	crying for no reason	10011469
SMM4H2022peEFis1EK2zVGjtG	ADE	101	107	crying	10011469
SMM4H2022Fzb0wBdSzkULinux	ADE	33	41	allergic	10001718
SMM4H2022CG0C1XlqHdGFZt02	ADE	68	74	nausea	10028813
SMM4H2022CG0C1XlqHdGFZt02	ADE	96	107	hypotension	10020772
SMM4H2022oqTFIvPgMq2qNwno	ADE	69	78	biffiness	10027374
SMM4H202223DXQE58ZWouYbQU	ADE	111	134	sleep for fifteen hours	10041349
SMM4H2022RRPo6ukUpAn334nG	ADE	46	55	addictive	10001125
SMM4H2022RRPo6ukUpAn334nG	ADE	103	114	hands shake	10040530
SMM4H2022RRPo6ukUpAn334nG	ADE	129	139	brain zaps	10014358
SMM4H2022DSxYRwdHlt4CRXKV	ADE	75	86	parasthesia	10033987
SMM4H2022DSxYRwdHlt4CRXKV	ADE	75	86	parasthesia	10033775
SMM4H2022DSxYRwdHlt4CRXKV	ADE	88	106	cognitive problems	10009846
SMM4H2022DSxYRwdHlt4CRXKV	ADE	108	121	kidney stones	10023437
SMM4H202226aLT5ApjXCgax1i	ADE	122	130	migraine	10027599
SMM4H20223CWv2JEBnGz0Bai1	ADE	100	117	going though hell	10048010
SMM4H2022XgHR7owclVoPiV0E	ADE	81	94	put on weight	10047896
SMM4H2022XgHR7owclVoPiV0E	ADE	106	116	extra 20kg	10047896
SMM4H2022tikvSt13ECmbtlge	ADE	89	111	Coming off venlafaxine	10013754
SMM4H2022tikvSt13ECmbtlge	ADE	124	129	nasty	10016370
SMM4H2022MnDj4GvgNWdD8LDA	ADE	52	64	symptom free	10016370
SMM4H2022UsQOREUBkMZlbbta	ADE	13	28	wake up at 2:30	10040999
SMM4H2022UsQOREUBkMZlbbta	ADE	39	61	half your day sleeping	10041349
SMM4H2022zmHe1GV0O4mNTk1H	ADE	63	83	eyes are outta focus	10012792
SMM4H2022zmHe1GV0O4mNTk1H	ADE	92	111	can't walk straight	10047810
SMM4H2022BTPhZAHRwGfIDXHV	ADE	40	60	ruined my creativity	10027374
SMM4H2022BTPhZAHRwGfIDXHV	ADE	70	89	memory now is awful	10027175
SMM4H2022BTPhZAHRwGfIDXHV	ADE	70	76	memory	10027175
SMM4H2022OHvwxzXABnNPgNw4	ADE	42	51	revved up	10020554
SMM4H2022OHvwxzXABnNPgNw4	ADE	100	111	stupid head	10010300
SMM4H2022jfY4aDThAwMD1srm	ADE	86	93	bloated	10005264
SMM4H2022jfY4aDThAwMD1srm	ADE	119	148	heart was beating wicked fast	10019303
SMM4H2022TbAtd2AAkAnE1RSa	ADE	8	13	tired	10043890
SMM4H2022QqJMFPK7Xu56YfD5	ADE	62	78	holes in my head	10050462
SMM4H2022B6CI5q0kQ2Dvjaay	ADE	62	70	crippled	10049278
SMM4H2022B6CI5q0kQ2Dvjaay	ADE	126	136	can't walk	10049278
SMM4H2022bD08yjz8skq2ETbI	ADE	90	102	not sleeping	10041017
SMM4H2022JO58fZKqgaIKsE6k	ADE	52	76	hypo manic mixed episode	10021030
SMM4H2022ynObKHFE6C0WET6E	ADE	75	89	falling asleep	10041014
SMM4H2022ynObKHFE6C0WET6E	ADE	109	133	brain's always scattered	10067192
SMM4H2022oUZsg1dXBbQLJZZs	ADE	20	29	Achille's	10048602
SMM4H2022PTBh5iZbI31xfF2W	ADE	109	140	shitty feeling when you wake up	10016370
SMM4H2022zSQPD8e9xfSX4bvt	ADE	30	34	pain	10033371
SMM4H2022zSQPD8e9xfSX4bvt	ADE	42	52	tendonitis	10043255
SMM4H2022zSQPD8e9xfSX4bvt	ADE	54	63	headaches	10019211
SMM4H2022zSQPD8e9xfSX4bvt	ADE	65	81	cognitive issues	10009846
SMM4H2022Z8Fvz33mgSrzCZcp	ADE	73	77	pain	10033371
SMM4H2022Z8Fvz33mgSrzCZcp	ADE	96	128	Struggled to get out of the bath	10047862
SMM4H2022E9JVOH0ABIlKbmPz	ADE	36	44	hobbling	10047810
SMM4H2022E9JVOH0ABIlKbmPz	ADE	120	128	ruptures	10043248
SMM4H2022Cby2j3FfnXZQhi0b	ADE	102	113	itchy scalp	10023093
SMM4H2022Cby2j3FfnXZQhi0b	ADE	120	128	hairloss	10019045
SMM4H2022nFroSLt9PcIKzoNr	ADE	82	87	tired	10043890
SMM4H2022nFroSLt9PcIKzoNr	ADE	92	103	half-asleep	10043890
SMM4H2022lszKypsFsuOs0dm2	ADE	17	29	takes it out	10041349
SMM4H2022lszKypsFsuOs0dm2	ADE	59	67	sleeping	10041349
SMM4H20220eQo57gjLeHjehJN	ADE	31	39	addicted	10056478
SMM4H2022ysTnmwFd5gYXKuba	ADE	44	54	withdrawal	10048010
SMM4H2022i1DxrP98PelFDx31	ADE	44	50	poison	10067843
SMM4H2022i1DxrP98PelFDx31	ADE	58	79	kills your taste buds	10043134
SMM4H2022Ew3S4cNAKmAOLvAS	ADE	22	28	poison	10067843
SMM4H2022Ew3S4cNAKmAOLvAS	ADE	78	86	headache	10019211
SMM4H2022KnQdcQOmOHVWCNRf	ADE	4	40	nicotine beast has me firmly gripped	10056484
SMM4H2022KnQdcQOmOHVWCNRf	ADE	26	68	firmly gripped in it's gnarled yellow claw	10056484
SMM4H2022deP8Dwnzl2KeclJ6	ADE	3	12	shivering	10040558
SMM4H2022TNHhV7oQfNa3o1ya	ADE	21	25	high	10016333
SMM4H2022i9irLKtl5Qx7bHHb	ADE	38	44	sadvil	10016364
SMM4H2022jnEQaxaxUESnQ6CV	ADE	65	71	addict	10056478
SMM4H2022EfYSGNZiQAY1UNo2	ADE	40	50	cold sweat	10009866
SMM4H2022EfYSGNZiQAY1UNo2	ADE	65	73	insomnia	10022437
SMM4H2022DPzCrH3NOe5X8MUY	ADE	64	68	numb	10071175
SMM4H2022DPzCrH3NOe5X8MUY	ADE	123	131	lifeless	10016340
SMM4H2022wUeY3YILI8vCR4n6	ADE	97	105	THROWING	10062375
SMM4H2022VnNaGroPv4j9NKbD	ADE	106	133	trying to function normally	10027372
SMM4H20221VfhJqIiaOAmBkiU	ADE	120	135	can't take both	10013710
SMM4H2022elVsVPqcXorKuNMq	ADE	39	48	withdrawl	10048010
SMM4H2022hkeHIUGElMp4GJ3q	ADE	50	58	Toxicity	10013746
SMM4H2022hkeHIUGElMp4GJ3q	ADE	106	118	chronic pain	10049475
SMM4H2022QDVilisNO9fplXdS	ADE	65	74	legs ache	10024130
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	14	34	suicidally depressed	10042457
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	56	61	voice	10003785
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	100	113	worthlessness	10016374
SMM4H2022wJGNHJfJ0QyUCt2g	ADE	97	117	shaking like ur cold	10040558
SMM4H2022wJGNHJfJ0QyUCt2g	ADE	118	127	shivering	10040558
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	26	34	munchies	10056465
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	43	54	eatin weird	10056465
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	89	103	tearin up food	10004716
SMM4H2022fKUyiGt8tcWnb8vC	ADE	97	102	worse	10012398
SMM4H2022XyJLNJX4itmryS7I	ADE	47	61	tongue is numb	10029852
SMM4H2022VA6qHWeGbMkODdKf	ADE	31	49	damage ALL tendons	10043242
SMM4H2022VA6qHWeGbMkODdKf	ADE	91	95	walk	10049278
SMM4H2022u9AIlS5pbl0xBr03	ADE	42	53	been in bed	10048948
SMM4H2022nmIhXCXcKweDOQkU	ADE	35	43	crippled	10049278
SMM4H2022uNfmgmd6yJZmLX2j	ADE	88	98	disability	10013050
SMM4H20220pvNAlRHKXqaqXK1	ADE	34	40	stupid	10027372
SMM4H20220pvNAlRHKXqaqXK1	ADE	45	51	clumsy	10009696
SMM4H2022BpEBLQSTVv00AF3A	ADE	98	111	feeling awful	10016370
SMM4H2022BpEBLQSTVv00AF3A	ADE	122	132	withdrawal	10048010
SMM4H2022OmD5f1RIEtqgWeDx	ADE	89	112	brain is a sack of NOPE	10010300
SMM4H2022piVDuKqKVzyhbqn8	ADE	79	89	depression	10012378
SMM4H2022piVDuKqKVzyhbqn8	ADE	106	109	ocd	10029898
SMM4H2022piVDuKqKVzyhbqn8	ADE	110	118	insomnia	10022437
SMM4H2022XwzxHWBy7eLZBndZ	ADE	13	18	tired	10043890
SMM4H2022XwzxHWBy7eLZBndZ	ADE	51	64	sleep so much	10041349
SMM4H2022DFucVhSrQ3HkDlwK	ADE	82	92	depression	10012398
SMM4H2022kKKVfS7HzXPW5ne5	ADE	47	61	eating all day	10015598
SMM4H2022kKKVfS7HzXPW5ne5	ADE	68	78	feel weird	10047904
SMM4H2022EyPwgHUBJhuj5bg7	ADE	58	67	depressed	10012378
SMM4H2022Bx9T6EL3aoHotDAi	ADE	3	20	feeling so shitty	10016370
SMM4H20224Vxnk8IeZ7Uh3oe4	ADE	31	40	headaches	10019211
SMM4H2022tNWUy3yDn6QdXzrQ	ADE	73	95	put a gun in your hand	10042458
SMM4H20223FKF9cFKvXgAJf3o	ADE	50	56	drowsy	10013649
SMM4H2022eeGXGtxt2JjwxHa1	ADE	0	14	Feels dreadful	10016370
SMM4H2022eeGXGtxt2JjwxHa1	ADE	124	133	lung pain	10074693
SMM4H2022ERFVevnYLwfXhNJb	ADE	86	102	rid myself of it	10013663
SMM4H2022ERFVevnYLwfXhNJb	ADE	127	135	no sleep	10041017
SMM4H20225EAL8yUF3xVREHU6	ADE	20	28	allergic	10001718
SMM4H20225EAL8yUF3xVREHU6	ADE	64	68	sick	10016365
SMM4H20226r5VLTRDgCETyAIF	ADE	30	37	nauseas	10028813
SMM4H20226r5VLTRDgCETyAIF	ADE	67	74	chunder	10047700
SMM4H2022IHsK32BMyADCWmu3	ADE	105	118	tummy trouble	10045148
SMM4H202219IBDJje4CkGBL4t	ADE	31	41	withdrawal	10048010
SMM4H2022crwbPXu6zRp9Cx7Q	ADE	54	81	perspective time and people	10074073
SMM4H20225cYptlWXb1XHgW9S	ADE	25	44	losing every breath	10040604
SMM4H20225cYptlWXb1XHgW9S	ADE	76	99	heart beat out my chest	10019297
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	68	77	up till 4	10022437
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	103	109	zombie	10016384
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	118	123	tired	10043890
SMM4H2022cPDqMtutZzXHE1Wu	ADE	40	53	schizophrenia	10039626
SMM4H2022cPDqMtutZzXHE1Wu	ADE	60	72	hear answers	10019364
SMM4H2022J1NOhYaCW6AeMJmb	ADE	36	45	thick fog	10016876
SMM4H2022SusEvHSO36LgqgSz	ADE	31	39	TooChill	10014560
SMM4H2022SusEvHSO36LgqgSz	ADE	41	47	Zombie	10016384
SMM4H2022wBWqLm9VlTJwwzrN	ADE	70	78	weakness	10047862
SMM4H2022wBWqLm9VlTJwwzrN	ADE	83	94	muscle pain	10028322
SMM4H2022Dn1ZD3IhYkbel50k	ADE	23	36	Weirdo dreams	10004969
SMM4H2022Dn1ZD3IhYkbel50k	ADE	46	52	drowsy	10013649
SMM4H2022UdqJmqdlmoB0HA5y	ADE	7	24	hearing the words	10003785
SMM4H2022HELwSPiHdiSMV7zp	ADE	51	59	suicidal	10042458
SMM4H2022HELwSPiHdiSMV7zp	ADE	91	95	numb	10071175
SMM4H2022xnO2YmXSKEibBGZW	ADE	102	111	headaches	10019211
SMM4H2022Ohbcow2EeDw6HroB	ADE	34	43	got me up	10022437
SMM4H2022Ohbcow2EeDw6HroB	ADE	52	76	only slept about 2 hours	10041017
