SMM4H2022nT2Q2V7WhOgsnPtn	ADE	45	51	dreams
SMM4H2022T285CGUbAztuICzu	ADE	37	40	fat
SMM4H2022T285CGUbAztuICzu	ADE	83	93	hand shake
SMM4H2022txhtlGpbJiWfmpXF	ADE	110	125	stopped working
SMM4H2022mGz22Q36Ay7iZyFM	ADE	91	119	Getting out of bed is haaard
SMM4H2022XEeq5GabAipd8xoh	ADE	3	25	creativity was blocked
SMM4H2022b7AKevauj96s00f5	ADE	43	46	w/d
SMM4H2022uaeS5t9HRmRkv0HA	ADE	36	42	drowsy
SMM4H2022uaeS5t9HRmRkv0HA	ADE	43	47	haze
SMM4H2022Qo22ZzlKgHszxhmQ	ADE	64	74	brain zaps
SMM4H2022Qo22ZzlKgHszxhmQ	ADE	90	110	genitals aren't numb
SMM4H20220SEypP61C1BmCZC3	ADE	102	107	detox
SMM4H2022Oa6I8EtPkyDJd41n	ADE	24	37	facial spasms
SMM4H2022Oa6I8EtPkyDJd41n	ADE	68	71	eye
SMM4H2022NI5d1UHevv5Gy02R	ADE	51	56	awake
SMM4H2022QAxE14vIZVwsF3QR	ADE	17	26	out of it
SMM4H2022QAxE14vIZVwsF3QR	ADE	47	56	doping up
SMM4H2022D8UrISRBTtsFUR7I	ADE	0	7	-9.5lbs
SMM4H20227Rn12JLGfr7YzqFT	ADE	107	132	horrid intrusive thoughts
SMM4H20222xKrdNCWviBUA9Iy	ADE	71	79	allergic
SMM4H2022benpjPl9VmEGvKI9	ADE	25	30	sleep
SMM4H2022yO9PYUGtKH9L26Qa	ADE	123	136	hallucinating
SMM4H20228boNxgDfjPD6Ck9v	ADE	89	98	dry mouth
SMM4H2022CGCQVPPRqdgWYdT0	ADE	116	138	20 hours a day, asleep
SMM4H2022K1pBLeXqKK6c9Kea	ADE	55	71	prolactin levels
SMM4H2022K1pBLeXqKK6c9Kea	ADE	83	98	boobs humungous
SMM4H2022QDw0RUIGiiSF06Si	ADE	57	75	knee still painful
SMM4H2022QDw0RUIGiiSF06Si	ADE	77	86	Back ache
SMM4H2022mJE7B68NciZl6Ec3	ADE	32	47	Lower back ache
SMM4H2022mJE7B68NciZl6Ec3	ADE	49	58	neck ache
SMM4H2022mJE7B68NciZl6Ec3	ADE	60	64	hips
SMM4H2022mJE7B68NciZl6Ec3	ADE	69	79	knees ache
SMM4H2022mJE7B68NciZl6Ec3	ADE	81	96	short of breath
SMM4H2022ztEzLQkm4v7rc5Xy	ADE	42	50	backache
SMM4H2022fE3HMexQbOOyry9r	ADE	26	49	muscle &amp; back pains
SMM4H2022fE3HMexQbOOyry9r	ADE	39	49	back pains
SMM4H2022D8p9FUdZH4VNqDvl	ADE	109	124	not remembering
SMM4H2022qeMxbvH69elnrSxO	ADE	81	91	drowsiness
SMM4H2022bf8sD2fJDMAUkHoQ	ADE	34	78	sleep on my own. but i got at least 16 hours
SMM4H2022VCgadl0A1WwurEKR	ADE	67	80	sugar crashes
SMM4H2022VCgadl0A1WwurEKR	ADE	107	115	feel ill
SMM4H2022OHXhXMEFXXeB5ckX	ADE	61	74	won't wake up
SMM4H2022EHC8K4XsHVygHMUn	ADE	9	21	not remember
SMM4H2022LLbPKQqYcsYyYceo	ADE	91	126	feels like I have raw nerve endings
SMM4H2022dWRKt5ZNZcqhL3og	ADE	88	115	sleep for 12 straight hours
SMM4H2022BeKCxEcFC6g1Yf7S	ADE	84	104	urge to procure food
SMM4H2022OMnjRitKpo8qpeNJ	ADE	92	102	dependence
SMM4H2022VWLdzAhteSRi8nTA	ADE	50	56	asleep
SMM4H2022ucQBccE7i5PwWhb1	ADE	36	59	knocked me the fuck out
SMM4H2022BH7beYzUpJkRyFpx	ADE	34	38	high
SMM4H2022BH7beYzUpJkRyFpx	ADE	77	82	drunk
SMM4H2022eIJ54Zcr9Nca3JD7	ADE	104	113	tolerance
SMM4H20223J3KkZVhEMca3bYB	ADE	28	42	sleep schedule
SMM4H2022dulneTTVNOwSbAPl	ADE	77	111	felt like I.had a frontal lobotomy
SMM4H2022Uh7y5V22RVHTsXlc	ADE	58	62	sick
SMM4H2022Uh7y5V22RVHTsXlc	ADE	64	76	couldnt move
SMM4H2022Uh7y5V22RVHTsXlc	ADE	89	97	migraine
SMM4H2022Uh7y5V22RVHTsXlc	ADE	99	103	puke
SMM4H2022Uh7y5V22RVHTsXlc	ADE	105	111	shakes
SMM4H2022iKOb7fTQc87fxthS	ADE	49	59	nightmares
SMM4H2022iKOb7fTQc87fxthS	ADE	76	84	insomnia
SMM4H2022EgnWPzzeZU2KWyKc	ADE	16	21	tired
SMM4H2022EgnWPzzeZU2KWyKc	ADE	75	97	no freaking motivation
SMM4H2022EgnWPzzeZU2KWyKc	ADE	101	107	energy
SMM4H20224b4uMAJCbrZyURvB	ADE	9	14	sleep
SMM4H20224b4uMAJCbrZyURvB	ADE	32	37	tired
SMM4H20224b4uMAJCbrZyURvB	ADE	42	47	dizzy
SMM4H2022lJa05ogltSExO4Jd	ADE	52	58	drowsy
SMM4H2022lJa05ogltSExO4Jd	ADE	86	102	don't sleep well
SMM4H2022g8QKcmebPc1oDvt6	ADE	0	23	Feel crap every morning
SMM4H2022g8QKcmebPc1oDvt6	ADE	47	61	restless night
SMM4H2022Qk1JPnuWRE3B5g4A	ADE	80	93	carb cravings
SMM4H2022bkrj19PBcARmknPv	ADE	0	6	Dreamt
SMM4H2022bkrj19PBcARmknPv	ADE	96	102	dreams
SMM4H2022bkrj19PBcARmknPv	ADE	124	134	withdrawal
SMM4H2022SwS4YelEVMuklFb0	ADE	95	109	dreamt colours
SMM4H2022SwS4YelEVMuklFb0	ADE	114	134	lost my fucking mind
SMM4H2022o7kegQpkLFULWVX8	ADE	57	71	falling asleep
SMM4H2022RSKvAYDJl8dwaIuq	ADE	113	120	sickest
SMM4H2022WvedEsS1LDvasqyW	ADE	32	39	ZOMBIES
SMM4H2022jCqj2okGd5TN8OHm	ADE	78	103	eat because I just forget
SMM4H2022mbTDmWYLFo7sRtRK	ADE	19	24	hyper
SMM4H2022YuW8f8FaAmgQSVTd	ADE	27	46	Can't. Stop. Moving
SMM4H2022Oz4Ui95iikJ6A6ii	ADE	17	29	felt drugged
SMM4H2022CNijOKiujM889zKU	ADE	85	95	lose focus
SMM4H2022mw6oi18SKs3Efa2I	ADE	4	13	come down
SMM4H2022sxTvQVz54AtfAPk5	ADE	45	71	feel like crying but can't
SMM4H2022sxTvQVz54AtfAPk5	ADE	111	117	zombie
SMM4H2022GeA41Hjjzv1DS4lE	ADE	46	55	Lethargic
SMM4H2022GeA41Hjjzv1DS4lE	ADE	108	122	hot &amp; cold
SMM4H2022SGHHuKJriEkstZJb	ADE	26	32	hungry
SMM4H2022SGHHuKJriEkstZJb	ADE	53	75	want to eat my own arm
SMM4H2022E6s3ZSYAJmXlFOc0	ADE	106	137	parody of an actual human being
SMM4H20226IQoqqYKTmEUbM8A	ADE	13	26	try for sleep
SMM4H20226IQoqqYKTmEUbM8A	ADE	49	62	light bastard
SMM4H2022SViZRNF7h8tK7NJt	ADE	62	75	wiping me out
SMM4H2022SViZRNF7h8tK7NJt	ADE	104	118	can't function
SMM4H2022lGYAsqPsFh769cYN	ADE	38	73	feel like I am in a straight jacket
SMM4H2022lGYAsqPsFh769cYN	ADE	85	103	muscles feel stiff
SMM4H2022SLEqUomWLd15oEe1	ADE	18	30	light' sleep
SMM4H2022SLEqUomWLd15oEe1	ADE	32	40	Feel low
SMM4H2022SLEqUomWLd15oEe1	ADE	42	49	Subdued
SMM4H2022SLEqUomWLd15oEe1	ADE	51	54	Sad
SMM4H2022uKCKtFPRRhCxKquD	ADE	75	89	sleep problems
SMM4H2022p43TLs5lPY0L3PsP	ADE	87	101	tired daytimes
SMM4H202252dACVASDA9kdjfv	ADE	0	10	Over-eaten
SMM4H2022UQ0dETyqhj5QZBp8	ADE	58	69	interaction
SMM4H2022UQ0dETyqhj5QZBp8	ADE	120	125	dizzy
SMM4H2022crHrK2qNiPTkoa8l	ADE	120	126	sleepy
SMM4H2022Cos7EsH4952z381p	ADE	90	98	comatose
SMM4H2022em9D7vcTx57ysY1J	ADE	128	133	manic
SMM4H2022qfOgv9ifWEP76eKV	ADE	90	96	dreams
SMM4H2022UsugDFbDS0YHUztc	ADE	0	7	Tearful
SMM4H2022UsugDFbDS0YHUztc	ADE	34	51	poor nights sleep
SMM4H2022UsugDFbDS0YHUztc	ADE	74	85	withdrawing
SMM4H2022qBRUMmkAUYpgFJNU	ADE	0	17	Joints killing me
SMM4H2022qBRUMmkAUYpgFJNU	ADE	121	130	Knackered
SMM4H2022VrhzcNa9dG607KoK	ADE	100	108	addicted
SMM4H2022f8J69GmzgANwsntm	ADE	0	10	coming off
SMM4H2022f8J69GmzgANwsntm	ADE	47	53	nausea
SMM4H2022f8J69GmzgANwsntm	ADE	54	62	sickness
SMM4H2022f8J69GmzgANwsntm	ADE	63	75	hot and cold
SMM4H2022f8J69GmzgANwsntm	ADE	76	83	shivers
SMM4H2022f8J69GmzgANwsntm	ADE	84	93	twitching
SMM4H2022f8J69GmzgANwsntm	ADE	94	102	headache
SMM4H2022DMwDP4573ynJ0KAP	ADE	35	45	withdrawal
SMM4H2022fmdLiGScAG2h1uEu	ADE	67	73	zombie
SMM4H2022la9fA7fCchC09G4c	ADE	17	26	addictive
SMM4H2022la9fA7fCchC09G4c	ADE	34	58	discontinuation syndrome
SMM4H2022OyLm6aAxpCuGYbmc	ADE	77	81	high
SMM4H20228SQzH96Fh6VXXWTP	ADE	2	26	feel like a pile of shit
SMM4H20228SQzH96Fh6VXXWTP	ADE	28	32	sick
SMM4H20228SQzH96Fh6VXXWTP	ADE	34	38	cold
SMM4H20228SQzH96Fh6VXXWTP	ADE	40	56	stomach reacting
SMM4H2022ML2qpJC5MECRmBcO	ADE	0	5	Slept
SMM4H2022NsTYFsUdFWV9IRcJ	ADE	41	62	breastmilk production
SMM4H2022NsTYFsUdFWV9IRcJ	ADE	89	103	hallucinations
SMM4H2022IbJsyI5SxGYDmQ52	ADE	29	46	allergic reaction
SMM4H2022IbJsyI5SxGYDmQ52	ADE	92	96	rash
SMM4H2022Y6gaJk1bYGl9Ktck	ADE	19	23	burp
SMM4H2022Y6gaJk1bYGl9Ktck	ADE	33	46	want to ralph
SMM4H2022Zyx8aITw9XPTq2DX	ADE	71	77	Groggy
SMM4H2022Jnw3BLBdjuRfP7Fz	ADE	23	34	withdrawing
SMM4H20227KTjU7spXUHtHLC7	ADE	85	104	knocks me right out
SMM4H20227KTjU7spXUHtHLC7	ADE	109	129	won't let me wake up
SMM4H2022fYpI7flCVarhg45r	ADE	37	51	muscle tremors
SMM4H2022fYpI7flCVarhg45r	ADE	103	114	combination
SMM4H2022H4IsG7zJnBbjXjx3	ADE	42	53	withdrawals
SMM4H2022LCt1kA9OSmjjbXjA	ADE	71	80	withdraws
SMM4H2022eWdHWyjD58MGochf	ADE	134	138	sick
SMM4H2022jzz4sgK4lNUyl3mI	ADE	59	68	delirious
SMM4H2022jzz4sgK4lNUyl3mI	ADE	78	87	messed up
SMM4H2022xYKOrePtFK50BLeI	ADE	65	74	delirious
SMM4H2022peEFis1EK2zVGjtG	ADE	68	77	back pain
SMM4H2022peEFis1EK2zVGjtG	ADE	93	96	sad
SMM4H2022peEFis1EK2zVGjtG	ADE	101	121	crying for no reason
SMM4H2022peEFis1EK2zVGjtG	ADE	101	107	crying
SMM4H2022Fzb0wBdSzkULinux	ADE	33	41	allergic
SMM4H2022CG0C1XlqHdGFZt02	ADE	68	74	nausea
SMM4H2022CG0C1XlqHdGFZt02	ADE	96	107	hypotension
SMM4H2022oqTFIvPgMq2qNwno	ADE	69	78	biffiness
SMM4H202223DXQE58ZWouYbQU	ADE	111	134	sleep for fifteen hours
SMM4H2022RRPo6ukUpAn334nG	ADE	46	55	addictive
SMM4H2022RRPo6ukUpAn334nG	ADE	103	114	hands shake
SMM4H2022RRPo6ukUpAn334nG	ADE	129	139	brain zaps
SMM4H2022DSxYRwdHlt4CRXKV	ADE	75	86	parasthesia
SMM4H2022DSxYRwdHlt4CRXKV	ADE	75	86	parasthesia
SMM4H2022DSxYRwdHlt4CRXKV	ADE	88	106	cognitive problems
SMM4H2022DSxYRwdHlt4CRXKV	ADE	108	121	kidney stones
SMM4H202226aLT5ApjXCgax1i	ADE	122	130	migraine
SMM4H20223CWv2JEBnGz0Bai1	ADE	100	117	going though hell
SMM4H2022XgHR7owclVoPiV0E	ADE	81	94	put on weight
SMM4H2022XgHR7owclVoPiV0E	ADE	106	116	extra 20kg
SMM4H2022tikvSt13ECmbtlge	ADE	89	111	Coming off venlafaxine
SMM4H2022tikvSt13ECmbtlge	ADE	124	129	nasty
SMM4H2022MnDj4GvgNWdD8LDA	ADE	52	64	symptom free
SMM4H2022UsQOREUBkMZlbbta	ADE	13	28	wake up at 2:30
SMM4H2022UsQOREUBkMZlbbta	ADE	39	61	half your day sleeping
SMM4H2022zmHe1GV0O4mNTk1H	ADE	63	83	eyes are outta focus
SMM4H2022zmHe1GV0O4mNTk1H	ADE	92	111	can't walk straight
SMM4H2022BTPhZAHRwGfIDXHV	ADE	40	60	ruined my creativity
SMM4H2022BTPhZAHRwGfIDXHV	ADE	70	89	memory now is awful
SMM4H2022BTPhZAHRwGfIDXHV	ADE	70	76	memory
SMM4H2022OHvwxzXABnNPgNw4	ADE	42	51	revved up
SMM4H2022OHvwxzXABnNPgNw4	ADE	100	111	stupid head
SMM4H2022jfY4aDThAwMD1srm	ADE	86	93	bloated
SMM4H2022jfY4aDThAwMD1srm	ADE	119	148	heart was beating wicked fast
SMM4H2022TbAtd2AAkAnE1RSa	ADE	8	13	tired
SMM4H2022QqJMFPK7Xu56YfD5	ADE	62	78	holes in my head
SMM4H2022B6CI5q0kQ2Dvjaay	ADE	62	70	crippled
SMM4H2022B6CI5q0kQ2Dvjaay	ADE	126	136	can't walk
SMM4H2022bD08yjz8skq2ETbI	ADE	90	102	not sleeping
SMM4H2022JO58fZKqgaIKsE6k	ADE	52	76	hypo manic mixed episode
SMM4H2022ynObKHFE6C0WET6E	ADE	75	89	falling asleep
SMM4H2022ynObKHFE6C0WET6E	ADE	109	133	brain's always scattered
SMM4H2022oUZsg1dXBbQLJZZs	ADE	20	29	Achille's
SMM4H2022PTBh5iZbI31xfF2W	ADE	109	140	shitty feeling when you wake up
SMM4H2022zSQPD8e9xfSX4bvt	ADE	30	34	pain
SMM4H2022zSQPD8e9xfSX4bvt	ADE	42	52	tendonitis
SMM4H2022zSQPD8e9xfSX4bvt	ADE	54	63	headaches
SMM4H2022zSQPD8e9xfSX4bvt	ADE	65	81	cognitive issues
SMM4H2022Z8Fvz33mgSrzCZcp	ADE	73	77	pain
SMM4H2022Z8Fvz33mgSrzCZcp	ADE	96	128	Struggled to get out of the bath
SMM4H2022E9JVOH0ABIlKbmPz	ADE	36	44	hobbling
SMM4H2022E9JVOH0ABIlKbmPz	ADE	120	128	ruptures
SMM4H2022Cby2j3FfnXZQhi0b	ADE	102	113	itchy scalp
SMM4H2022Cby2j3FfnXZQhi0b	ADE	120	128	hairloss
SMM4H2022nFroSLt9PcIKzoNr	ADE	82	87	tired
SMM4H2022nFroSLt9PcIKzoNr	ADE	92	103	half-asleep
SMM4H2022lszKypsFsuOs0dm2	ADE	17	29	takes it out
SMM4H2022lszKypsFsuOs0dm2	ADE	59	67	sleeping
SMM4H20220eQo57gjLeHjehJN	ADE	31	39	addicted
SMM4H2022ysTnmwFd5gYXKuba	ADE	44	54	withdrawal
SMM4H2022i1DxrP98PelFDx31	ADE	44	50	poison
SMM4H2022i1DxrP98PelFDx31	ADE	58	79	kills your taste buds
SMM4H2022Ew3S4cNAKmAOLvAS	ADE	22	28	poison
SMM4H2022Ew3S4cNAKmAOLvAS	ADE	78	86	headache
SMM4H2022KnQdcQOmOHVWCNRf	ADE	4	40	nicotine beast has me firmly gripped
SMM4H2022KnQdcQOmOHVWCNRf	ADE	26	68	firmly gripped in it's gnarled yellow claw
SMM4H2022deP8Dwnzl2KeclJ6	ADE	3	12	shivering
SMM4H2022TNHhV7oQfNa3o1ya	ADE	21	25	high
SMM4H2022i9irLKtl5Qx7bHHb	ADE	38	44	sadvil
SMM4H2022jnEQaxaxUESnQ6CV	ADE	65	71	addict
SMM4H2022EfYSGNZiQAY1UNo2	ADE	40	50	cold sweat
SMM4H2022EfYSGNZiQAY1UNo2	ADE	65	73	insomnia
SMM4H2022DPzCrH3NOe5X8MUY	ADE	64	68	numb
SMM4H2022DPzCrH3NOe5X8MUY	ADE	123	131	lifeless
SMM4H2022wUeY3YILI8vCR4n6	ADE	97	105	THROWING
SMM4H2022VnNaGroPv4j9NKbD	ADE	106	133	trying to function normally
SMM4H20221VfhJqIiaOAmBkiU	ADE	120	135	can't take both
SMM4H2022elVsVPqcXorKuNMq	ADE	39	48	withdrawl
SMM4H2022hkeHIUGElMp4GJ3q	ADE	50	58	Toxicity
SMM4H2022hkeHIUGElMp4GJ3q	ADE	106	118	chronic pain
SMM4H2022QDVilisNO9fplXdS	ADE	65	74	legs ache
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	14	34	suicidally depressed
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	56	61	voice
SMM4H2022OqJXgOxq3iLHJ7eV	ADE	100	113	worthlessness
SMM4H2022wJGNHJfJ0QyUCt2g	ADE	97	117	shaking like ur cold
SMM4H2022wJGNHJfJ0QyUCt2g	ADE	118	127	shivering
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	26	34	munchies
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	43	54	eatin weird
SMM4H2022hz0FQ8r0MLm3S9VX	ADE	89	103	tearin up food
SMM4H2022fKUyiGt8tcWnb8vC	ADE	97	102	worse
SMM4H2022XyJLNJX4itmryS7I	ADE	47	61	tongue is numb
SMM4H2022VA6qHWeGbMkODdKf	ADE	31	49	damage ALL tendons
SMM4H2022VA6qHWeGbMkODdKf	ADE	91	95	walk
SMM4H2022u9AIlS5pbl0xBr03	ADE	42	53	been in bed
SMM4H2022nmIhXCXcKweDOQkU	ADE	35	43	crippled
SMM4H2022uNfmgmd6yJZmLX2j	ADE	88	98	disability
SMM4H20220pvNAlRHKXqaqXK1	ADE	34	40	stupid
SMM4H20220pvNAlRHKXqaqXK1	ADE	45	51	clumsy
SMM4H2022BpEBLQSTVv00AF3A	ADE	98	111	feeling awful
SMM4H2022BpEBLQSTVv00AF3A	ADE	122	132	withdrawal
SMM4H2022OmD5f1RIEtqgWeDx	ADE	89	112	brain is a sack of NOPE
SMM4H2022piVDuKqKVzyhbqn8	ADE	79	89	depression
SMM4H2022piVDuKqKVzyhbqn8	ADE	106	109	ocd
SMM4H2022piVDuKqKVzyhbqn8	ADE	110	118	insomnia
SMM4H2022XwzxHWBy7eLZBndZ	ADE	13	18	tired
SMM4H2022XwzxHWBy7eLZBndZ	ADE	51	64	sleep so much
SMM4H2022DFucVhSrQ3HkDlwK	ADE	82	92	depression
SMM4H2022kKKVfS7HzXPW5ne5	ADE	47	61	eating all day
SMM4H2022kKKVfS7HzXPW5ne5	ADE	68	78	feel weird
SMM4H2022EyPwgHUBJhuj5bg7	ADE	58	67	depressed
SMM4H2022Bx9T6EL3aoHotDAi	ADE	3	20	feeling so shitty
SMM4H20224Vxnk8IeZ7Uh3oe4	ADE	31	40	headaches
SMM4H2022tNWUy3yDn6QdXzrQ	ADE	73	95	put a gun in your hand
SMM4H20223FKF9cFKvXgAJf3o	ADE	50	56	drowsy
SMM4H2022eeGXGtxt2JjwxHa1	ADE	0	14	Feels dreadful
SMM4H2022eeGXGtxt2JjwxHa1	ADE	124	133	lung pain
SMM4H2022ERFVevnYLwfXhNJb	ADE	86	102	rid myself of it
SMM4H2022ERFVevnYLwfXhNJb	ADE	127	135	no sleep
SMM4H20225EAL8yUF3xVREHU6	ADE	20	28	allergic
SMM4H20225EAL8yUF3xVREHU6	ADE	64	68	sick
SMM4H20226r5VLTRDgCETyAIF	ADE	30	37	nauseas
SMM4H20226r5VLTRDgCETyAIF	ADE	67	74	chunder
SMM4H2022IHsK32BMyADCWmu3	ADE	105	118	tummy trouble
SMM4H202219IBDJje4CkGBL4t	ADE	31	41	withdrawal
SMM4H2022crwbPXu6zRp9Cx7Q	ADE	54	81	perspective time and people
SMM4H20225cYptlWXb1XHgW9S	ADE	25	44	losing every breath
SMM4H20225cYptlWXb1XHgW9S	ADE	76	99	heart beat out my chest
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	68	77	up till 4
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	103	109	zombie
SMM4H2022pHeiGKZ4gldWSQ3Z	ADE	118	123	tired
SMM4H2022cPDqMtutZzXHE1Wu	ADE	40	53	schizophrenia
SMM4H2022cPDqMtutZzXHE1Wu	ADE	60	72	hear answers
SMM4H2022J1NOhYaCW6AeMJmb	ADE	36	45	thick fog
SMM4H2022SusEvHSO36LgqgSz	ADE	31	39	TooChill
SMM4H2022SusEvHSO36LgqgSz	ADE	41	47	Zombie
SMM4H2022wBWqLm9VlTJwwzrN	ADE	70	78	weakness
SMM4H2022wBWqLm9VlTJwwzrN	ADE	83	94	muscle pain
SMM4H2022Dn1ZD3IhYkbel50k	ADE	23	36	Weirdo dreams
SMM4H2022Dn1ZD3IhYkbel50k	ADE	46	52	drowsy
SMM4H2022UdqJmqdlmoB0HA5y	ADE	7	24	hearing the words
SMM4H2022HELwSPiHdiSMV7zp	ADE	51	59	suicidal
SMM4H2022HELwSPiHdiSMV7zp	ADE	91	95	numb
SMM4H2022xnO2YmXSKEibBGZW	ADE	102	111	headaches
SMM4H2022Ohbcow2EeDw6HroB	ADE	34	43	got me up
SMM4H2022Ohbcow2EeDw6HroB	ADE	52	76	only slept about 2 hours
SMM4H2022DaePdpENqKjoEoVq	ADE	54	64	withdrawal
SMM4H2022DaePdpENqKjoEoVq	ADE	75	82	anxiety
SMM4H2022DaePdpENqKjoEoVq	ADE	109	121	hypochondria
SMM4H2022Hx1wOpdKc4af1CRY	ADE	11	14	low
SMM4H2022Kzh2CswWjNlzIK7u	ADE	34	45	weight gain
SMM4H2022Wu3KVAhiqr9RkcPZ	ADE	10	20	withdrawal
SMM4H2022Wu3KVAhiqr9RkcPZ	ADE	41	52	lost vision
SMM4H2022Wu3KVAhiqr9RkcPZ	ADE	86	95	brain zap
SMM4H20229JEt7NgnllVf5GtN	ADE	27	35	nauseous
SMM4H2022XGWgtEdHxedV094c	ADE	71	84	gainin weight
SMM4H2022XGWgtEdHxedV094c	ADE	101	104	fat
SMM4H2022XGWgtEdHxedV094c	ADE	109	118	can't cum
SMM4H2022VThNowbcA4NEiKHq	ADE	21	29	headache
SMM4H20220Ogf8Qtxi6P8BEuG	ADE	72	83	exacerbates
SMM4H20221cJSVYyXJNFRRWVh	ADE	55	75	WON'T YOU LET ME EAT
SMM4H20221PPoVLgQJReOQCWh	ADE	40	45	toxic
SMM4H20221PPoVLgQJReOQCWh	ADE	93	114	equivalent to torture
SMM4H20221PPoVLgQJReOQCWh	ADE	116	119	oww
SMM4H202246g9j4I35Um7PYkp	ADE	43	49	rashes
SMM4H202246g9j4I35Um7PYkp	ADE	81	97	Skin sensitivity
SMM4H2022HnJTtBPZpDenshuo	ADE	110	115	wonky
SMM4H2022VliYWVinQbqXcZjE	ADE	25	43	makes me nocturnal
SMM4H2022VliYWVinQbqXcZjE	ADE	34	43	nocturnal
SMM4H2022h2NAtMWVDyD76smv	ADE	27	35	headache
SMM4H20228DNrgxK8H6AXzHjv	ADE	56	60	balm
SMM4H20228DNrgxK8H6AXzHjv	ADE	95	103	hairloss
SMM4H2022eJogdzGCmyIpcHhI	ADE	28	58	sleeping schedule of a vampire
SMM4H2022mTxdbQdZcoNlKEjE	ADE	4	25	Vitamin D malsorption
SMM4H2022mTxdbQdZcoNlKEjE	ADE	116	132	calcium problems
SMM4H2022aXG1dfzTFUBVkMG8	ADE	136	145	depressed
SMM4H2022wJy8y8RmXNacZuFM	ADE	59	68	wait gain
SMM4H2022wJy8y8RmXNacZuFM	ADE	99	105	weight
SMM4H2022rKdNDa8DxUSJBtDR	ADE	103	121	destroyed my liver
SMM4H2022R5JoWow5TWIWU2tF	ADE	78	95	allergic reaction
SMM4H2022R5JoWow5TWIWU2tF	ADE	107	123	almost killed me
SMM4H2022yX2dvdLYJkBSqyGG	ADE	56	70	mixed episodes
SMM4H2022yX2dvdLYJkBSqyGG	ADE	84	95	instability
