	tweet_id	label	user_id	text	created_at
4302	535139687518965761	0	242548724.0	There should be a warning label on Benadryl: DO NOT snapchat after taking this medication	11/19/2014 6:36:58 PM
1073	1190451828896542721	0			
2151	907423735275298816	0	81457442.0	LIPITOR: 80 mg CoQ10: 200 mg  TODO: Bio for Hindsight pitch deck to customer Product roadmap/timeline Prep for MY FIRST DAY AT WORK TOMORROW	9/12/2017 12:00:00 AM
3383	1182813094398943233	0			
10145	1065664174213206023	0			
2895	964545630097068034	0	905053969.0	@ProfDFrancis Some studies point to lower muscular symptoms with pitavastatin because of no metabolism by CYP 3A4 and very low by CYP2C9: A potential for less drug-drug interactions. However, not enough evidence has been collected, IMHO. Worth investigating., maybe?	2/16/2018 12:00:00 AM
7200	1270772843727523847	0			
10626	1037505097658511364	0			
13083	1265069404775231495	0			
2373	1248967369055260672	0			
5442	946949533250084865	0	275842331.0	@wwredpepper @stevenportnoy I get that, I just don't want it to be on our dime. As a doctor I'm inclined towards the #DutyToWarn diagnostic impression of 45. All the Vitamin D &amp; Lipitor in the world won't fix him. #PresidentHumptyDumpty	12/30/2017 12:00:00 AM
5983	814949152337469440	0	20406074.0	You May Have Missed: Proactiv 3-Step System Review https://t.co/LBqNe7kaP3	12/30/2016 9:39:53 PM
2470	1007281049334841347	0	81457442.0	@FrankSharps1874 Lipitor because my cholesterol is amazingly high (hereditary) causing my heart attach, so, I'm on lipitor, so as not to die from my next heart attack.	6/14/2018 12:00:00 AM
7669	1222887272262950917	0			
121	1002629219766108167	0			
997	1014889981200957441	0	519410442.0	Never bite into your Lipitor pill. #ThursdayThoughts	7/5/2018 12:00:00 AM
4771	766644209029935105	0	34319035.0	RT @Anthony: Pure greed.In 2015, Mylan's profits from the sale of EpiPens rose to $1.2 billion. https://t.co/75KdlKewqb	8/19/2016 2:33:17 PM
3941	1288964007089639426	0			
9438	1242811482003451907	0			
2797	1311906010118774789	0			
7184	1237665106592436224	0			
6367	953831215118905345	0	33388210.0	Same here. My Dr. treats cholesterol very aggressively and mine is 163 on 20 mg Lipitor. Malpractice. https://t.co/ieLXbpd4la	1/18/2018 12:00:00 AM
8449	555742405056397313	0			
4254	649275953156259840	0			
15252	676132369586327556	0			
4920	1206242531467358213	0			
643	640946356018913280	0	3350512978.0	@KkiillZipp get me some lean. Like legit lean no nyquil shit you be sippin on.	9/7/2015 5:54:54 PM
7420	850586457328820224	1	469372714.0	Back down to my regular dose of 5mg of #Roaccutane after my flare-up a few weeks ago. Hope my skin stays stable now	4/8/2017 5:49:49 AM
12463	1247669581197586436	0			
14216	1262917524208922636	0			
7857	839884911939047429	0			
6862	908737802065600516	0			
1032	1281227371773931522	0			
7622	1199467373704761351	0			
15138	1086743409099005956	0			
1590	655885631495647232	0	2572284656.0	Every time I take an Excedrine I start tasting it and smelling it	10/18/2015 11:18:14 PM
13890	1258133378089603075	0			
4294	877710513974554624	0			
10328	1302086769156993030	0			
10503	483891584615079937	0			
3445	866495946628227072	0	549486966.0	RT @Spruyttt: If you do Adderall you're in the 1%	5/22/2017 3:28:27 AM
1842	474266455274319872	0	48633722.0	Benadryl, Tylenol, Redbull, coffee. Um, happy hump day? 😕	6/4/2014 7:08:29 PM
4465	646434021384265728	0	2924703679.0	@deffnotnick im down with crestor	9/22/2015 12:00:00 AM
14378	1042061706896142337	0			
3341	977197338476228609	0			
6578	989692251692560386	0			
10350	1246169034401464331	0			
3402	920513711047106563	0			
10102	1232032587083845638	0			
1734	667702406558388226	0			
920	1224446055103614981	0			
4863	957726820362805249	0	3648001045.0	A snack before bed. 80 mg Atorvastatin and 2mg Perindopril. Yum yum.😁	1/28/2018 12:00:00 AM
14851	1264903531611504645	0			
7762	493464783287758848	0			
1634	658347611590643713	0	1199305260.0	i'm down with crestor haaaaagh	10/25/2015 12:00:00 AM
5235	972143358348070913	0	33068456.0	Three hour commute this morning, finally at work. I should have turned around and gone home but after I got here I found out that the super hot guy who runs the fried chicken truck is on our block today AND my Lipitor refill is ready for pickup. So the day is looking up.	3/9/2018 12:00:00 AM
8571	1313713861023866881	0			
11703	874796650035904516	0			
4145	899339371773644800	0	181562423.0	RT @Hurleytennis: He's back 😍 Please don't break a hip 😍 Sending u Boniva 😍 https://t.co/7WDvjkNEyk	8/20/2017 6:36:29 PM
6281	6866796176	0	67938027.0	*YAWN*, Mouth is relieved but AlSO paining,  BADDLY.., Off and On =-O , but  this IBUPROFEN' man, IT's shitty*.	12/20/2009 6:21:54 PM
12242	1253119396278648836	0			
10564	950930345918054400	0			
4856	869767267982225408	0	93640778.0	Can only take Tussin like wtf is life 🙄	5/31/2017 4:07:30 AM
7422	789309175176257536	0	215176915.0	@natalieesays_ You need a zpack! It'll work wonders for you.	10/21/2016 3:35:46 AM
3526	841385367299219456	0	2444888581.0	Who got norcos	3/13/2017 8:27:58 PM
4909	1257155142597570563	0			
4627	861326092795248640	0	606421715.0	advil for posterity	5/7/2017 9:05:17 PM
12512	1034311428650491907	0			
4935	1138135525775347719	0			
7415	870834515715010560	0	4025022190.0	Good news everybody! I found my lozenge 😜	6/3/2017 2:48:22 AM
7290	759287794015559680	0	28464695.0	I just did a dose of Percocets with some strippers. I just poured some lean in my cup like it's liquor.	7/30/2016 7:21:31 AM
2525	1028391333411610626	0	1.019798485569278e+18	@RollingStone Lipitor killed him https://t.co/ZwNj0lNovA	8/11/2018 12:00:00 AM
2018	1263444622107455490	0			
2145	1186381976028221445	0			
4460	1136329503146422275	0			
875	795356326872420352	0	330126283.0	Join the Advil #painfreeperiods Twitter Party and have fun #fastadvilfanatics #sponsored https://t.co/46VpOwfnIm	11/6/2016 8:04:59 PM
7002	827334958205300738	0	1541303028.0	My back hurt I really prevent taking tylenol thou	2/3/2017 1:56:39 AM
6051	789351338920517632	0	2581887973.0	"RT @TRYVNS: ""use my dick as a throat lozenge"" hours."	10/21/2016 6:23:19 AM
3387	1004553168762662915	0			
2413	913021352805851136	0			
3385	680838576549064706	0			
11398	1242463914161360901	0			
8760	858486177799786497	0			
723	892293811669409793	0	1321779474.0	RT @soyourelikethat: benzodiazepines are the gateway drug to a better night's rest	8/1/2017 7:59:57 AM
3492	1245405315539009539	0			
10098	949797781643853830	0			
10256	1247526589484511234	0			
8537	1237113984139931652	0			
13714	1198347206211883010	0			
1888	1019985511878885376	0	285944146.0	@joycalhio @DreKnott It’s what Lipitor says I SHOULD be eating 😬	7/19/2018 12:00:00 AM
3122	942832630768250884	0			
2258	1262771688212758530	0			
4533	450646880599691264	0	18263519.0	New low last night: found nondescript baggie of pills in office's supply room; used internet to identify said pills as Benadryl; helped self	3/31/2014 2:52:43 PM
7784	1251932119418449926	0			
11648	945633621649616896	0			
2123	1294120708906405895	0			
2428	855471947391524865	0	343600277.0	RT @ameurling: @AmyDentata … and a bunch of coping mechanisms to change. Ritalin will still allow you to work on new and better strategies.	4/21/2017 5:23:00 PM
2431	934937348038709252	0			
6899	776574329676926977	0	15398651.0	@paulconstant @costareports lipitor is hard to swallow with coffee	9/16/2016 12:00:00 AM
1501	567453375076499457	0	761600509.0	a man is counting his atorvastatin at the counter. he litterally counted a 90 day supply by pouring it on the counter.	2/16/2015 12:00:00 AM
9385	900520065770115072	0			
8405	522651356075532288	0			
3432	723132260858236930	0	127709066.0	@actioncookbook @drewfrogger lipitor made my back ache. this tweet is from 2012 hammel	4/21/2016 12:00:00 AM
2053	854203134297739264	0	315946878.0	RT @byrunt: @aliyahkorea @PhatIconnn SEE ME AT YOUR COLLEGE CAMPUS, BAGGIEFUL OF ADDERALL! CALL ME IF U NEED A FIX CALL ME IF U NEED AN BOO…	4/18/2017 5:21:12 AM
3584	921376131219156993	0	7.421361742868849e+17	Thanks @uhdwyer that just reminded me to take my Lipitor...#NoDietsHere	10/20/2017 12:00:00 AM
2745	925435054876184582	0			
1484	904313142951510018	0	3314932297.0	https://t.co/gIUmgUJO2E | Used incorrectly, fentanyl can kill https://t.co/s5gE0gszYb https://t.co/EJvdX3kl2o	9/3/2017 12:00:29 PM
1287	822985721317310464	0			
1061	906720645802852353	0	8.621569534805688e+17	Man that Tylenol had knocked me out	9/10/2017 3:27:02 AM
2223	1225674985311588358	0			
10104	473678899206172672	0			
2960	1233861056331755525	0			
4185	1281799821607743488	0			
13095	1275024786029232140	0			
4616	1009560012836962307	1	20391256.0	Statins weren’t a ‘free ride’. Atorvastatin caused an ALT level of 1538! The NNT info along with the work of  @DrAseemMalhotra @malcolmken   @zoeharcombe gave me a balanced view whilst  my GP showed no interest in my LCHF Med diet &amp; only looked at my TC fig - not even my ratios! https://t.co/iKthwVosIl	6/20/2018 12:00:00 AM
12285	737136618302275584	0			
13950	721822440112959488	0			
6040	422253189048459264	0	930999710.0	"RT @AdderalIHadMe: Adderall had me singing like ""Blame it on the A-A-A-A-Adderall"""	1/12/2014 6:26:20 AM
12782	1290387899226218502	0			
7195	402636036473229312	0	504962736.0	I don't understand people that use promethazine or xanax for fun... Ummm makes no sense to me	11/19/2013 3:14:46 AM
6537	1058181633138933760	1			
11974	1255616365169426439	0			
13487	959602136542670854	0			
1033	911182317212889089	0			
317	734545493284532228	0			
6461	893356755853467649	0			
6996	781319332945096704	0	191276659.0	Maybe I shouldn't of taken that Benadryl before coming out	9/29/2016 2:26:59 AM
12868	620790762087825408	0			
4011	913033036169654273	0	351261314.0	BUT they restrict me to UNnecessary Rxes that RUIN 10 years of Progress to lower Blood Sugar( Can you SAY #Lipitor ?!)/ Surgery/Chemotherapy	9/27/2017 12:00:00 AM
2058	867739095166070788	0			
11316	912844221337481217	0			
5829	805266850527539200	0	1097436594.0	@z4ynie not foundation or concealer it just darkens it. try icing it or put cortisone cream on it	12/4/2016 4:25:52 AM
4405	580423217090859009	1	3081673405.0	@mooncalfe1 Could be worse. When I first started they put me on four times the progesterone dose. Can you say aggressive pregnancy symptoms?	3/24/2015 5:37:33 PM
12282	1245006792909885446	0			
3257	626202928651485184	0	120603735.0	RT @_ShotzOfHenny: I just did a dose of percocets wit some strippers	7/29/2015 1:29:47 AM
14004	1286672302265061382	0			
2601	1248393192266821639	0			
3600	481948341777883136	0	59851206.0	"Xanax is just NyQuil with a little pinch of ""I don't know why my car is parked on that lawn, officer.."" in it."	6/25/2014 11:53:33 PM
4513	1252761311546445827	0			
922	879430349067091969	0	3180768108.0	@thatbooyyjose @AlexxTheGoat I've never done an xo or xanax it  was a joke 😂	6/26/2017 8:05:08 PM
2646	804906029976866816	0	2839551601.0	My sister has a bunch of xanaxs, perks and lean idk why she hasn't became the plug yet	12/3/2016 4:32:06 AM
6396	826835270708428800	0	2880458273.0	@tifffCahilLl ask ur doctor for zofran!!! Works like a charm	2/1/2017 4:51:05 PM
14891	1215057535822106631	0			
2758	1280953455524433934	0			
13924	876622625212125185	0			
1646	881133905931374592	0	15164565.0	Can you overdose by just touching fentanyl? A viral story suggests yes. Toxicologists say no: https://t.co/st3QGGTGuA https://t.co/TkCpLrmqQU	7/1/2017 12:54:28 PM
7176	738546079730393095	0			
12695	1254471529892634631	0			
1423	770949803467481088	0			
3289	959337961908183040	0			
1441	722352795286958080	0	4727715580.0	hang out ok i really don't have time to go buy crestor wind probably ever blast	4/19/2016 12:00:00 AM
285	552648942337273858	0	194727028.0	@kokomoymca @GraphicsKing209 I'm currently soaking in a hot bath and taking preemptive alieve. My legs are going to hate me tomorrow:	1/7/2015 2:12:30 AM
8680	1132094440246530053	0			
11323	507968287007703040	0			
931	866035912551137282	0			
6156	1262893374073221125	0			
6435	1263392518869266433	0			
4805	722240511642308609	0			
9905	1215365338042454018	0			
5122	835258840010616832	0	8.219704321653146e+17	"@actualflatticus oh. and ""he"" is on lipitor and paxil. no valium required today since ""he"" has been messing with animals and friends."	2/24/2017 12:00:00 AM
6383	1246699129398534150	0			
1313	436047734928199681	0	112408414.0	Our BOTOX clinic is on Monday 24th Feb 2-10pm. Dr Al Saleh our registered Doctor has 2 appt's available.01702 482224 http://t.co/QPjDALZeD0	2/19/2014 8:00:56 AM
13812	1242411159044702211	0			
13181	1312417285840175106	0			
10856	1053655134184427523	0			
5249	843484769417682944	0	75689623.0	Sunglasses and Advil, last night was mad real.	3/19/2017 3:30:14 PM
941	948642149083631616	0			
6298	1288112161265348615	0			
744	1215499864655745025	0			
12334	992156143597342722	0			
1603	626103883773837313	0	38994947.0	I just took a piss and I seen codeine coming out, we got purple activist I thought it was a drought 😈	7/28/2015 6:56:12 PM
6191	1050488301361098753	0			
4029	879621054489952256	0	2827281127.0	I just did a dose of Percocets wit some strippers🎶 https://t.co/sg4y9s0Ycp	6/27/2017 8:42:56 AM
10077	846157900741578752	0			
13495	1263307740392222722	0			
5287	1255638400243240964	0			
7798	1014928597474336774	0			
8431	1263941358357811203	0			
11927	1181766225174523911	0			
6399	860879263200718848	0	1059733332.0	RT @julienowell: Motrin® Recovery Zone is at Goodlife Marathon May 7-&gt;6am-3pm with great giveaways &amp; ways to manage body pain! #MotrinWarri…	5/6/2017 3:29:45 PM
1357	909795804633694208	0	399349604.0	DID SOMEONE LACE JUNA'S MILK WITH BENADRYL? BECAUSE HE'S BEEN VERY SLEEPY ALL DAY.	9/18/2017 3:06:37 PM
14424	1262300640161804288	0			
10273	862383400375771136	0			
6143	871811473131089920	0	3040144383.0	RT @SirZave: My flesh wanted to Nike but frankly, that pink matter isn't worth me losing my soul in a vast ocean of novacane...	6/5/2017 7:30:27 PM
9802	1247409598211866629	0			
2270	741856937826881536	0	37728023.0	Learning the hard way - oxycontin round 2, a taper into insanity: Dear all, please forgive the upcoming mind... https://t.co/D46LjLnRZk	6/12/2016 4:57:31 AM
2547	1308031115064741893	0			
9697	923688947112431621	0			
5779	586315887201878017	0	3091636054.0	RT @kuvacukunoqi: best place to buy cheap duloxetine http://t.co/j3Pjl7KfyF	4/9/2015 11:52:55 PM
3966	759785467067895808	0			
2655	751636529424920581	0			
1114	1229746828616327169	0			
14517	748655684053409796	0			
11879	1241114807450734592	0			
1020	1244756379509948423	0			
600	1191106319568162818	0			
13715	1203059402712002566	0			
10031	1019023724346036225	0			
6036	1246493165533696007	0			
3044	777252650974720000	0			
6392	770779338497220608	0	16811191.0	*throws Tylenol into the sea* https://t.co/9i95AumUAG	8/31/2016 12:24:49 AM
8848	1143994437636374533	0			
1253	870005394273259520	1	812060594.0	Here I am going into labor after only 37 weeks naturally. And I took that shit like a fucking champ. I got admitted &amp; gave me fentanyl	5/31/2017 7:53:44 PM
14390	722119269178191872	0			
6656	870315643047989248	0	605153786.0	RT @BMore_Healthy: Today at 1pm ET: @DrLeanaWen will be on @OnTheStory with @EricaRHill to discuss the new standing order for #naloxone #op…	6/1/2017 4:26:33 PM
15306	1250514292580872199	0			
13015	1275886577319845892	0			
5422	852753990760542210	0	7.449686853543526e+17	@_ItsCheese robitussin works for everything that	4/14/2017 5:22:49 AM
11990	894012991376699392	0			
9068	959289169682952195	0			
4322	897557133541199872	0	2778478078.0	"5. Tea and caffiene pills to prevent caffiene withdrawl while he ""fasts"" and hmm maybe a melatonin so he'll sleep for a while thru it."	8/15/2017 8:34:31 PM
704	685991713182236674	0	2616928944.0	"Alexis asks ""Has anybody had adderall to help them stay awake?"""	1/10/2016 1:09:04 AM
8248	1282774659537215494	0			
4295	880481837319061504	0	4764786272.0	People are seriously mad about this ‘Teen Mom OG’ star allegedly driving while on Xanax: https://t.co/yENHwJ9DPK https://t.co/q5W6Hd0jR2	6/29/2017 5:43:23 PM
2104	465137164460630016	0	2162570141.0	Sunglasses and Advil 😎💊	5/10/2014 2:31:56 PM
5681	569274285497454593	0	2341737913.0	antibiotic bactrim http://t.co/RWdynHXWdr	2/21/2015 11:15:40 PM
3473	591284999594385409	0	2341739755.0	cialis free 30 day trial http://t.co/JmNry0i0gj	4/23/2015 4:58:24 PM
4086	725691639348383744	0	3521997072.0	Tums, alkazelters, Robitussin, Pepto, cough drops, cold relief tablets	4/28/2016 2:22:24 PM
15136	1325520664040796167	0			
4493	901863000977625088	0	8.488515103059804e+17	[Author: dr-lewis-maharam]  https://t.co/AZMe6KIuUR I have had PF for 1.5 years now. I have tried stretching, cortisone, PRP injections, ...	8/27/2017 5:44:29 PM
7357	808490892944240641	0	186501034.0	@EmilyAnnGemma, I think you can take Sudafed but double check with your doctor. They should have a list of meds you can take that are safe.	12/13/2016 1:57:04 AM
973	834571207563472896	0	81457442.0	lipitor: 40 mg &lt;&lt;- so i don't die like my uncles. coq10: 200 mg &lt;&lt;- so the lipitor doesn't kill me.	2/23/2017 12:00:00 AM
4477	953424053351698434	0	2305512362.0	Also, grandma is on #Crestor for his high cholesterol, #aspirin for heart attacks, antibiotics for #rosacea, #Propecia for baldness, and #Ambien; his cholesterol, LDL, and #triglycerides are at unhealthy levels #trump #theseareadults #collusion #fakehealth #MAGA https://t.co/pnGchGNKfy	1/17/2018 12:00:00 AM
9128	1290777627888947202	0			
405	1094897515801919495	0			
4953	854429916787617792	0	34937547.0	"@GraceSpelman i just tried searching ur @ and ""ambien"" to find it but u have a lot of ambien content lmfao"	4/18/2017 8:22:21 PM
1283	812764862581534720	0	309271212.0	@courtney_wick I have some of that, I'll try that after he wakes up. We actually gave him Benadryl hoping it would clear his congestion up.	12/24/2016 9:00:18 PM
4109	1262884737183551488	0			
5942	765140741681057794	0	218368030.0	Well, there goes the end of the robitussin....	8/15/2016 10:59:03 AM
76	776444083334180864	0	361488635.0	✨💧 Xanax is my favorite new #LaCroix flavor. What’s yours? 💧✨https://t.co/IDIJZxxRMV via @nelsoncash	9/15/2016 3:34:29 PM
14739	1299793316373028869	0			
7283	854896128046837761	0	26431053.0	If Huntington invested as much in their heroin problem as they did to be #AmericasBestCommunity Narcan wouldn't have to be OTC	4/20/2017 3:14:54 AM
15176	1334426337826705411	0			
7152	512699025267490817	0	374909073.0	Thanks Children’s Advil 4 my free trial of #ChildrensAdvilSugarFree!http://t.co/uRTGMmE3Pi	9/18/2014 8:25:47 PM
356	959876788628393986	0			
14305	1067235066894581767	0			
8288	1169440456524075014	0			
5788	1247433485565988870	0			
5245	851133051430162434	0	237932954.0	He asked me how i was feeling &amp; i said i have a headache... now hes on his way over with tylenol before he goes to work. 😇	4/9/2017 6:01:47 PM
6762	1247867136258818051	0			
13901	1250981982449750017	0			
4923	1263953043361599493	0			
13468	1238125247553048579	0			
2950	852702409855991808	0	245875885.0	The pharma companies explicitly stated they never authorized/sold to Arkansas nor do they support midazolam for executions.	4/14/2017 1:57:51 AM
14379	1268576867013087237	0			
7077	795760696378068992	0	377920778.0	RT @wsvn: Three @browardsheriff K-9 search dogs sickened from powerful street drug fentanyl https://t.co/ikJDlhPpwe https://t.co/JmSjjSHHkd	11/7/2016 10:51:49 PM
11934	1189260357019340803	0			
780	1331406864840527878	0			
108	806743296756183040	0	2534368524.0	How do u make lidocaine patches stay on without wearing 2 much more -bc of humidity?! The spray, instead? The gel gets greasy #sohotrightnow	12/8/2016 6:12:45 AM
3139	678388758027309057	0	280784030.0	Omg what did I do you? 😂 all these hurtful text msgs. She really about to make me bring her a Xanax cocktail https://t.co/qEhz2GtcOr	12/20/2015 1:37:38 AM
1179	1022197904126210050	0			
1727	1199548391245713410	0			
493	791688199076663297	0	19173907.0	People wonder why addiction runs so strong these days.. then they pop a  xan or a perk prescribed by their doctor  🤔	10/27/2016 5:09:10 PM
1294	1000852101918965761	0	165511377.0	@emmkayeff What’s the point of being on Lipitor if you can’t have fun?	5/27/2018 12:00:00 AM
14263	511467978488287232	0			
13425	1242635229032046597	0			
9214	1234040735982325761	0			
5670	771226775015657472	0	358635107.0	Cryo machine. 2 Percocet. Reposition. Please take me sandman.	9/1/2016 6:02:46 AM
3203	1262485064337682432	0			
2362	648509171458031617	0	36797732.0	News: #fertility Multiple-Birth Rates Lower With Letrozole Than Gonadotropin http://t.co/lYgYHEAOeC	9/28/2015 2:46:49 PM
11005	728055970581073922	0			
13433	1295256903660892167	0			
3659	325442463395356674	0	6479162.0	Via @nprnews: What David Lynch And Tylenol Can Tell You About The Brain http://t.co/R6oBP2Gdfk	4/20/2013 2:55:04 AM
7054	1293654483793215494	0			
7192	571702167939244035	0	129968217.0	need to go get tylenol, im stressed tf out i cant deal	2/28/2015 4:03:13 PM
2736	917141475972042755	0			
8371	1172262488479588354	0			
5636	673863655012720641	0	88743188.0	RT @robdelaney: Just sneezed on the tube &amp; my #lozenge flew into a yawning man's mouth so we're going to Vienna for the weekend.	12/7/2015 1:56:29 PM
4689	885007571760840704	0			
13914	471465214345744385	0			
6061	1240843199909752832	0			
4321	873050326437216256	0			
8145	1239976912178548742	0			
4244	1200099507935088643	0			
6894	736541973247594496	0	3602417663.0	atorvastatin has a t-1/2 of up to 14 hours, its metabolites can remain active for a further 20-30 hours, thus can be taken at any time	5/28/2016 12:00:00 AM
5648	783492710447677441	0	38511140.0	"RT @paigebrittany: He said ""no justice, no peace. But what's worse, the promethazine or the police?"" #HipHopAwards https://t.co/ybF0edu89p"	10/5/2016 2:23:13 AM
12046	1179873192946614279	0			
13772	1158565317737664512	0			
4831	901275563284934657	0	81457442.0	LIPITOR: 80 mg CoQ10: 200 mg  HONEY, I'M HOOOOOMMMMMEEEEE!!! back, safe and sound, in Virginia, the Old Dominion, the Commonwealth.	8/26/2017 12:00:00 AM
13809	1283924842308407298	0			
8867	882206298506313728	0			
2436	1253723155182637058	0			
11331	1198219778936246276	0			
2221	902687506365386753	0	8.953374021218181e+17	hydroxyzine pamoate 2 3X a day, gabapentin 2 3x aday, carvedilol 1/2 2x aday, metformin 1 2x aday, bupropion 2 3x aday, atorvastatin 1 1x	8/30/2017 12:00:00 AM
5107	570813862288560128	0	545692317.0	My dr prescribed me codeine for my back pain &amp; it's such a life saver.	2/26/2015 5:13:24 AM
1955	1250924365350395909	0			
13687	752909229896372224	0			
10855	1242634708737044485	0			
7380	768085970893869056	0	209170403.0	Don't forget to enter the Lasinoh competition, there are some lovely prizes including our Rainbow Muslins. https://t.co/jUv1C5UTtC	8/23/2016 2:02:20 PM
14307	1205689911174516737	0			
8328	1247204933381783555	0			
9938	1027667460261068803	0			
896	865301898223661056	0	8.44259131162792e+17	Well that isn't good vibes and Xanax.	5/18/2017 8:23:43 PM
4905	979935445285969920	0	2914148450.0	Y’all they got me taking Lipitor and some other heart med... I’m officially old	3/31/2018 12:00:00 AM
9003	1260983310085324806	0			
8539	1243344041032519682	0			
5611	873032594752815104	0			
10160	1241485578442596358	0			
2742	929500022315671552	0	902468832.0	@GunnerVike As an aside seeing as you are a medical professional what would my meds’ cost in USA 1) Lipitor 2) asth… https://t.co/CLgrrHTlJy	11/12/2017 12:00:00 AM
4260	515375646357196800	0	1284950420.0	RT @Burrgos: popped a xan before school and now I don't know where I parked	9/26/2014 5:41:44 AM
6438	1265258949550510083	0			
3130	1144661198345920514	0			
313	18637433457	0	122111095.0	*cries* why does my stomache hate me today? I want some pepto bismal or something. But we don't have any	7/15/2010 10:53:51 PM
8970	1272122582427467781	0			
1744	876767854686748672	0	313657159.0	@such_A_frknlady No. I took advil and pepto and going back to sleep	6/19/2017 11:45:20 AM
5907	1052647122154246150	0			
10178	1001513971654983681	0			
13345	1108534407265222657	0			
9557	1039296865559228416	1			
8296	917213911904112645	0			
52	735173746588192768	0	883520496.0	@kandy61289 that's what I figured &amp; we are suppose to get them this weekend so lmk.. Just send extra Benadryl	5/24/2016 6:20:54 PM
1796	841385624816910336	0	2217033540.0	RT @RAMIREZ_187: Yurp got my tooth taken from my skull but ya boy off these norcos, boolin	3/13/2017 8:28:59 PM
9171	1267880155919384578	0			
1371	1197170142016348160	0			
8053	1300444789083701251	0			
3002	1028224509667467265	0	8.933065601680261e+17	@ketaminh @DocPNW @DrGRuralMD You're convincing me to trash my Lipitor, Minh.	8/11/2018 12:00:00 AM
355	850574954244390913	0	321744742.0	RT @DattBoiiDev: XANAX IS NOT A FUCKING GAME GET OVER THAT SHIT	4/8/2017 5:04:06 AM
